do,du,did,dId,u->Id
consign,k@ns2n,consigned,k@n-s2nd,NULL->d
engineer,En_Inir,engineered,En-_I-nird,NULL->d
equalize,ikw@l2z,equalized,i-kw@-l2zd,NULL->d
evidence,EvId@ns,evidenced,E-vI-d@nst,NULL->t
fence,fEns,fenced,fEnst,NULL->t
flaw,fl$,flawed,fl$d,NULL->d
incite,Ins2t,incited,In-s2-tId,NULL->Id
lug,lVg,lugged,lVgd,NULL->d
mesmerize,mEzm@r2z,mesmerized,mEz-m@-r2zd,NULL->d
nuzzle,nVz@l,nuzzled,nV-z@ld,NULL->d
orientate,$rIEnt1t,orientated,$-rI-En-t1-tId,NULL->Id
peek,pik,peeked,pikt,NULL->t
poll,p5l,polled,p5ld,NULL->d
propagate,prQp@g1t,propagated,prQ-p@-g1-tId,NULL->Id
prune,prun,pruned,prund,NULL->d
rove,r5v,roved,r5vd,NULL->d
shanghai,S{Nh2,shanghaied,S{N-h2d,NULL->d
sicken,sIk@n,sickened,sI-k@nd,NULL->d
validate,v{lId1t,validated,v{-lI-d1-tId,NULL->Id
align,@l2n,aligned,@-l2nd,NULL->d
assuage,@sw1_,assuaged,@-sw1_d,NULL->d
butt,bVt,butted,bV-tId,NULL->Id
chequer,JEk3,chequered,JE-k3d,NULL->d
convene,k@nvin,convened,k@n-vind,NULL->d
darn,dQrn,darned,dQrnd,NULL->d
daydream,d1drim,daydreamed,d1-drimd,NULL->d
dull,dVl,dulled,dVld,NULL->d
enshrine,InSr2n,enshrined,In-Sr2nd,NULL->d
foretell,f$tEl,foretold,f$-t5ld,E->5d
gouge,g6_,gouged,g6_d,NULL->d
hoard,h$d,hoarded,h$-dId,NULL->Id
honk,hQNk,honked,hQNkt,NULL->t
loose,lus,loosed,lust,NULL->t
misplace,mIspl1s,misplaced,mIs-pl1st,NULL->t
outwit,6twIt,outwitted,6t-wI-tId,NULL->Id
oversee,5v@si,oversaw,5-v@-s$,i->$
procure,pr@kj$r,procured,pr@-kj$d,NULL->d
revel,rEv@l,revelled,rE-v@ld,NULL->d
sober,s5b3,sobered,s5-b3d,NULL->d
spank,sp{Nk,spanked,sp{Nkt,NULL->t
spurn,sp3n,spurned,sp3nd,NULL->d
unscrew,Vnskru,unscrewed,Vn-skrud,NULL->d
zip,zIp,zipped,zIpt,NULL->t
annihilate,@n2@l1t,annihilated,@-n2-@-l1-tId,NULL->Id
blare,bl1r,blared,bl1rd,NULL->d
broach,br5J,broached,br5Jt,NULL->t
congregate,kQNgrIg1t,congregated,kQN-grI-g1-tId,NULL->Id
cushion,kUS@n,cushioned,kU-S@nd,NULL->d
dabble,d{b@l,dabbled,d{-b@ld,NULL->d
debase,dIb1s,debased,dI-b1st,NULL->t
derange,dIr1n_,deranged,dI-r1n_d,NULL->d
disfigure,dIsfIg3,disfigured,dIs-fI-g3d,NULL->d
espouse,Isp6z,espoused,I-sp6zd,NULL->d
fathom,f{D@m,fathomed,f{-D@md,NULL->d
fault,f$lt,faulted,f$l-tId,NULL->Id
monopolize,m@nQp@l2z,monopolized,m@-nQ-p@-l2zd,NULL->d
pee,pi,peed,pid,NULL->d
pulse,pVls,pulsed,pVlst,NULL->t
redden,rEd@n,reddened,rE-d@nd,NULL->d
reunite,rijun2t,reunited,ri-ju-n2-tId,NULL->Id
revitalize,riv2t@l2z,revitalized,ri-v2-t@-l2zd,NULL->d
snigger,snIg3,sniggered,snI-g3d,NULL->d
spice,sp2s,spiced,sp2st,NULL->t
tack,t{k,tacked,t{kt,NULL->t
toll,t5l,tolled,t5ld,NULL->d
weight,w1t,weighted,w1-tId,NULL->Id
abate,@b1t,abated,@-b1-tId,NULL->Id
adjoin,@_4n,adjoined,@-_4nd,NULL->d
amble,{mb@l,ambled,{m-b@ld,NULL->d
approximate,@prQksIm1t,approximated,@-prQk-sI-m1-tId,NULL->Id
bate,b1t,bated,b1-tId,NULL->Id
cower,k63,cowered,k6-3d,NULL->d
dawdle,d$d@l,dawdled,d$-d@ld,NULL->d
defile,dIf2l,defiled,dI-f2ld,NULL->d
enamel,In{m@l,enamelled,I-n{-m@ld,NULL->d
fume,fjum,fumed,fjumd,NULL->d
galvanize,g{lv@n2z,galvanized,g{l-v@-n2zd,NULL->d
hospitalize,hQspIt@l2z,hospitalized,hQs-pI-t@l-2zd,NULL->d
humanize,hjum@n2z,humanized,hju-m@-n2zd,NULL->d
interrelate,Int@rIl1t,interrelated,In-t@-rI-l1-tId,NULL->Id
intoxicate,IntQksIk1t,intoxicated,In-tQk-sI-k1-tId,NULL->Id
knife,n2f,knifed,n2ft,NULL->t
muck,mVk,mucked,mVkt,NULL->t
perturb,p@t3b,perturbed,p@-t3bd,NULL->d
postulate,pQstjUl1t,postulated,pQs-tjU-l1-tId,NULL->Id
prophesy,prQfIs2,prophesied,prQ-fI-s2d,NULL->d
replenish,rIplEnIS,replenished,rI-plE-nISt,NULL->t
sabotage,s{b@t{Z,sabotaged,s{-b@-t{Zd,NULL->d
shackle,S{k@l,shackled,S{-k@ld,NULL->d
shit,SIt,shitted,SI-tId,NULL->Id
shunt,SVnt,shunted,SVn-tId,NULL->Id
sizzle,sIz@l,sizzled,sI-z@ld,NULL->d
slot,slQt,slotted,slQ-tId,NULL->Id
snake,sn1k,snaked,sn1kt,NULL->t
thumb,TVm,thumbed,TVmd,NULL->d
tint,tInt,tinted,tIn-tId,NULL->Id
waken,w1k@n,wakened,w1-k@nd,NULL->d
whittle,wIt@l,whittled,wI-t@ld,NULL->d
yellow,jEl5,yellowed,jE-l5d,NULL->d
amalgamate,@m{lg@m1t,amalgamated,@-m{l-g@-m1-tId,NULL->Id
bay,b1,bayed,b1d,NULL->d
brandish,br{ndIS,brandished,br{n-dISt,NULL->t
cake,k1k,caked,k1kt,NULL->t
carpet,kQrpIt,carpeted,kQr-pI-tId,NULL->Id
caution,k$S@n,cautioned,k$-S@nd,NULL->d
clinch,klInJ,clinched,klInJt,NULL->t
conjecture,k@n_EkJ3,conjectured,k@n-_Ek-J3d,NULL->d
covet,kVvIt,coveted,kV-vI-tId,NULL->Id
cuff,kVf,cuffed,kVft,NULL->t
debilitate,dIbIlIt1t,debilitated,dI-bI-lI-t1-tId,NULL->Id
deprave,dIpr1v,depraved,dI-pr1vd,NULL->d
dilate,d2l1t,dilated,d2-l1-tId,NULL->Id
discolour,dIskVl3,discoloured,dIs-kV-l3d,NULL->d
dissect,dIsEkt,dissected,dI-sEk-tId,NULL->Id
electrify,IlEktrIf2,electrified,I-lEk-trI-f2d,NULL->d
encroach,Inkr5J,encroached,In-kr5Jt,NULL->t
exterminate,Ikst3mIn1t,exterminated,Ik-st3-mI-n1-tId,NULL->Id
flog,flQg,flogged,flQgd,NULL->d
foam,f5m,foamed,f5md,NULL->d
glimmer,glIm3,glimmered,glI-m3d,NULL->d
goad,g5d,goaded,g5-dId,NULL->Id
inch,InJ,inched,InJt,NULL->t
interject,Int@_Ekt,interjected,In-t@-_Ek-tId,NULL->Id
jangle,_{Ng@l,jangled,_{N-g@ld,NULL->d
kindle,kInd@l,kindled,kIn-d@ld,NULL->d
madden,m{d@n,maddened,m{-d@nd,NULL->d
moisten,m4s@n,moistened,m4-s@nd,NULL->d
orchestrate,$kIstr1t,orchestrated,$-kI-str1-tId,NULL->Id
oust,6st,ousted,6-stId,NULL->Id
overwork,5v@w3k,overworked,5-v@-w3kt,NULL->t
pave,p1v,paved,p1vd,NULL->d
rant,r{nt,ranted,r{n-tId,NULL->Id
remarry,rim{rI,remarried,ri-m{-rId,NULL->Id
sour,s63,soured,s6-3d,NULL->d
spew,spju,spewed,spjud,NULL->d
splutter,splVt3,spluttered,splV-t3d,NULL->d
stomp,stQmp,stomped,stQmpt,NULL->t
taxi,t{ksI,taxied,t{k-sId,NULL->Id
treble,trEb@l,trebled,trE-b@ld,NULL->d
veto,vit5,vetoed,vi-t5d,NULL->d
abdicate,{bdIk1t,abdicated,{b-dI-k1-tId,NULL->Id
band,b{nd,banded,b{n-dId,NULL->Id
catalogue,k{t@lQg,catalogued,k{-t@-lQgd,NULL->d
construe,k@nstru,construed,k@n-strud,NULL->d
croak,kr5k,croaked,kr5kt,NULL->t
deliberate,dIlIb@r1t,deliberated,dI-lI-b@-r1-tId,NULL->Id
dismount,dIsm6nt,dismounted,dIs-m6n-tId,NULL->Id
forsake,f@s1k,forsook,f@-sUk,1->U
hoe,h5,hoed,h5d,NULL->d
inflame,Infl1m,inflamed,In-fl1md,NULL->d
journey,_3nI,journeyed,_3-nId,NULL->Id
marshal,mQrS@l,marshalled,mQr-S@ld,NULL->d
nest,nEst,nested,nE-stId,NULL->Id
pamper,p{mp3,pampered,p{m-p3d,NULL->d
personalize,p3s@n@l2z,personalized,p3-s@n-@-l2zd,NULL->d
prance,pr{ns,pranced,pr{nst,NULL->t
pressure,prES3,pressured,prE-S3d,NULL->d
rave,r1v,raved,r1vd,NULL->d
shame,S1m,shamed,S1md,NULL->d
shutter,SVt3,shuttered,SV-t3d,NULL->d
suckle,sVk@l,suckled,sV-k@ld,NULL->d
taint,t1nt,tainted,t1n-tId,NULL->Id
tantalize,t{nt@l2z,tantalized,t{n-t@-l2zd,NULL->d
upholster,Vph5lst3,upholstered,Vp-h5l-st3d,NULL->d
abhor,@bh$r,abhorred,@b-h$d,NULL->d
amass,@m{s,amassed,@-m{st,NULL->t
bluff,blVf,bluffed,blVft,NULL->t
chafe,J1f,chafed,J1ft,NULL->t
concur,k@nk3r,concurred,k@n-k3d,NULL->d
copulate,kQpjUl1t,copulated,kQ-pjU-l1-tId,NULL->Id
corroborate,k@rQb@r1t,corroborated,k@-rQ-b@-r1-tId,NULL->Id
cramp,kr{mp,cramped,kr{mpt,NULL->t
deflate,dIfl1t,deflated,dI-fl1-tId,NULL->Id
domineer,dQmInir,domineered,dQ-mI-nird,NULL->d
exact,Igz{kt,exacted,Ig-z{k-tId,NULL->Id
gorge,g$_,gorged,g$_d,NULL->d
graft,gr{ft,grafted,gr{f-tId,NULL->Id
instigate,InstIg1t,instigated,In-stI-g1-tId,NULL->Id
juggle,_Vg@l,juggled,_V-g@ld,NULL->d
legalize,lig@l2z,legalized,li-g@-l2zd,NULL->d
lump,lVmp,lumped,lVmpt,NULL->t
mortgage,m$gI_,mortgaged,m$-gI_d,NULL->d
neck,nEk,necked,nEkt,NULL->t
pelt,pElt,pelted,pEl-tId,NULL->Id
perspire,p@sp23,perspired,p@-sp2-3d,NULL->d
plunder,plVnd3,plundered,plVn-d3d,NULL->d
recoil,rIk4l,recoiled,rI-k4ld,NULL->d
resurrect,rEz@rEkt,resurrected,rE-z@-rEk-tId,NULL->Id
retch,rEJ,retched,rEJt,NULL->t
scandalize,sk{nd@l2z,scandalized,sk{n-d@-l2zd,NULL->d
sidle,s2d@l,sidled,s2-d@ld,NULL->d
smirk,sm3k,smirked,sm3kt,NULL->t
solidify,s@lIdIf2,solidified,s@-lI-dI-f2d,NULL->d
stutter,stVt3,stuttered,stV-t3d,NULL->d
surmise,s3m2z,surmised,s3-m2zd,NULL->d
televise,tElIv2z,televised,tE-lI-v2zd,NULL->d
twitter,twIt3,twittered,twI-t3d,NULL->d
unzip,VnzIp,unzipped,Vn-zIpt,NULL->t
allay,@l1,allayed,@-l1d,NULL->d
befriend,bIfrEnd,befriended,bI-frEn-dId,NULL->Id
beget,bIgEt,begot,bI-gQt,E->Q
blunt,blVnt,blunted,blVn-tId,NULL->Id
crane,kr1n,craned,kr1nd,NULL->d
defect,dIfEkt,defected,dI-fEk-tId,NULL->Id
denigrate,dEnIgr1t,denigrated,dE-nI-gr1-tId,NULL->Id
discontinue,dIsk@ntInju,discontinued,dIs-k@n-tI-njud,NULL->d
disparage,dIsp{rI_,disparaged,dI-sp{-rI_d,NULL->d
divulge,d2vVl_,divulged,d2-vVl_d,NULL->d
enslave,Insl1v,enslaved,In-sl1vd,NULL->d
falsify,f$lsIf2,falsified,f$l-sI-f2d,NULL->d
flour,fl63,floured,fl6-3d,NULL->d
fossilize,fQsIl2z,fossilized,fQ-sI-l2zd,NULL->d
glean,glin,gleaned,glind,NULL->d
irrigate,IrIg1t,irrigated,I-rI-g1-tId,NULL->Id
landscape,l{nsk1p,landscaped,l{n-sk1pt,NULL->t
launder,l$nd3,laundered,l$n-d3d,NULL->d
leer,lir,leered,lird,NULL->d
loan,l5n,loaned,l5nd,NULL->d
masquerade,m{sk@r1d,masqueraded,m{s-k@-r1-dId,NULL->Id
panel,p{n@l,panelled,p{-n@ld,NULL->d
patter,p{t3,pattered,p{-t3d,NULL->d
perpetrate,p3pItr1t,perpetrated,p3-pI-tr1-tId,NULL->Id
pester,pEst3,pestered,pE-st3d,NULL->d
ransack,r{ns{k,ransacked,r{n-s{kt,NULL->t
rename,rin1m,renamed,ri-n1md,NULL->d
rout,r6t,routed,ru-tId,6X->uXId
segregate,sEgrIg1t,segregated,sE-grI-g1-tId,NULL->Id
snuggle,snVg@l,snuggled,snV-g@ld,NULL->d
sponge,spVn_,sponged,spVn_d,NULL->d
subordinate,s@b$dIn1t,subordinated,s@-b$-dI-n1-tId,NULL->Id
swathe,sw1D,swathed,sw1Dd,NULL->d
throng,TrQN,thronged,TrQNd,NULL->d
war,w$r,warred,w$d,NULL->d
wedge,wE_,wedged,wE_d,NULL->d
whirr,w3r,whirred,w3d,NULL->d
whiz,wIz,whizzed,wIzd,NULL->d
affront,@frVnt,affronted,@-frVn-tId,NULL->Id
bond,bQnd,bonded,bQn-dId,NULL->Id
chug,JVg,chugged,JVgd,NULL->d
delete,dIlit,deleted,dI-li-tId,NULL->Id
disband,dIsb{nd,disbanded,dIs-b{n-dId,NULL->Id
disconnect,dIsk@nEkt,disconnected,dIs-k@-nEk-tId,NULL->Id
disorganize,dIs$g@n2z,disorganized,dIs-$-g@-n2zd,NULL->d
disquiet,dIskw2@t,disquieted,dIs-kw2-@-tId,NULL->Id
diverge,d2v3_,diverged,d2-v3_d,NULL->d
douse,d6s,doused,d6st,NULL->t
drone,dr5n,droned,dr5nd,NULL->d
ebb,Eb,ebbed,Ebd,NULL->d
eclipse,IklIps,eclipsed,I-klIpst,NULL->t
exempt,IgzEmpt,exempted,Ig-zEmp-tId,NULL->Id
fester,fEst3,festered,fE-st3d,NULL->d
fluster,flVst3,flustered,flV-st3d,NULL->d
hector,hEkt3,hectored,hEk-t3d,NULL->d
intern,Int3n,interned,In-t3nd,NULL->d
leaf,lif,leafed,lift,NULL->t
liquidate,lIkwId1t,liquidated,lI-kwI-d1-tId,NULL->Id
mouth,m6D,mouthed,m6Dd,NULL->d
oversimplify,5v@sImplIf2,oversimplified,5-v@-sIm-plI-f2d,NULL->d
personify,p@sQnIf2,personified,p@-sQ-nI-f2d,NULL->d
rectify,rEktIf2,rectified,rEk-tI-f2d,NULL->d
refuel,rifj$l,refuelled,ri-fj$ld,NULL->d
snuff,snVf,snuffed,snVft,NULL->t
stipulate,stIpjUl1t,stipulated,stI-pjU-l1-tId,NULL->Id
taunt,t$nt,taunted,t$n-tId,NULL->Id
twiddle,twId@l,twiddled,twI-d@ld,NULL->d
upgrade,Vpgr1d,upgraded,Vp-gr1-dId,NULL->Id
wrest,rEst,wrested,rE-stId,NULL->Id
accede,{ksid,acceded,{k-si-dId,NULL->Id
acclaim,@kl1m,acclaimed,@-kl1md,NULL->d
banquet,b{NkwIt,banqueted,b{N-kwI-tId,NULL->Id
baste,b1st,basted,b1-stId,NULL->Id
bumble,bVmb@l,bumbled,bVm-b@ld,NULL->d
categorize,k{t@g@r2z,categorized,k{-t@-g@-r2zd,NULL->d
compliment,kQmplImEnt,complimented,kQm-plI-mEn-tId,NULL->Id
croon,krun,crooned,krund,NULL->d
curdle,k3d@l,curdled,k3-d@ld,NULL->d
defuse,difjuz,defused,di-fjuzd,NULL->d
detonate,dEt@n1t,detonated,dE-t@-n1-tId,NULL->Id
disbelieve,dIsbIliv,disbelieved,dIs-bI-livd,NULL->d
dismember,dIsmEmb3,dismembered,dIs-mEm-b3d,NULL->d
disqualify,dIskwQlIf2,disqualified,dIs-kwQ-lI-f2d,NULL->d
distend,dIstEnd,distended,dI-stEn-dId,NULL->Id
earmark,irmQrk,earmarked,ir-mQrkt,NULL->t
extol,Ikst5l,extolled,Ik-st5ld,NULL->d
flute,flut,fluted,flu-tId,NULL->Id
front,frVnt,fronted,frVn-tId,NULL->Id
garnish,gQrnIS,garnished,gQr-nISt,NULL->t
hark,hQrk,harked,hQrkt,NULL->t
hound,h6nd,hounded,h6n-dId,NULL->Id
ignite,Ign2t,ignited,Ig-n2-tId,NULL->Id
impregnate,ImprEgn1t,impregnated,Im-prEg-n1-tId,NULL->Id
infest,InfEst,infested,In-fE-stId,NULL->Id
jar,_Qrr,jarred,_Qrd,NULL->d
languish,l{NgwIS,languished,l{N-gwISt,NULL->t
orbit,$bIt,orbited,$-bI-tId,NULL->Id
oscillate,QsIl1t,oscillated,Q-sI-l1-tId,NULL->Id
pulsate,pVls1t,pulsated,pVl-s1-tId,NULL->Id
quell,kwEl,quelled,kwEld,NULL->d
reverberate,rIv3b@r1t,reverberated,rI-v3-b@-r1-tId,NULL->Id
scuff,skVf,scuffed,skVft,NULL->t
segment,sEgmEnt,segmented,sEg-mEn-tId,NULL->Id
slosh,slQS,sloshed,slQSt,NULL->t
slouch,sl6J,slouched,sl6Jt,NULL->t
subvert,sVbv3t,subverted,sVb-v3-tId,NULL->Id
abbreviate,@brivI1t,abbreviated,@-bri-vI-1-tId,NULL->Id
abort,@b$t,aborted,@-b$-tId,NULL->Id
absolve,@bzQlv,absolved,@b-zQlvd,NULL->d
admonish,@dmQnIS,admonished,@d-mQ-nISt,NULL->t
bag,b{g,bagged,b{gd,NULL->d
befit,bIfIt,befitted,bI-fI-tId,NULL->Id
belie,bIl2,belied,bI-l2d,NULL->d
bleat,blit,bleated,bli-tId,NULL->Id
cage,k1_,caged,k1_d,NULL->d
couch,k6J,couched,k6Jt,NULL->t
craze,kr1z,crazed,kr1zd,NULL->d
decode,dik5d,decoded,di-k5-dId,NULL->Id
economize,IkQn@m2z,economized,I-kQ-n@-m2zd,NULL->d
enmesh,InmES,enmeshed,In-mESt,NULL->t
exorcize,Eks$s2z,exorcized,Ek-s$-s2zd,NULL->d
haggle,h{g@l,haggled,h{-g@ld,NULL->d
hole,h5l,holed,h5ld,NULL->d
incense,InsEns,incensed,In-sEnst,NULL->t
mollify,mQlIf2,mollified,mQ-lI-f2d,NULL->d
negate,nIg1t,negated,nI-g1-tId,NULL->Id
nick,nIk,nicked,nIkt,NULL->t
outlive,6tlIv,outlived,6t-lIvd,NULL->d
pencil,pEns@l,pencilled,pEn-s@ld,NULL->d
petition,p@tIS@n,petitioned,p@-tI-S@nd,NULL->d
plait,pl{t,plaited,pl{-tId,NULL->Id
popularize,pQpjUl@r2z,popularized,pQ-pjU-l@-r2zd,NULL->d
posit,pQzIt,posited,pQ-zI-tId,NULL->Id
quake,kw1k,quaked,kw1kt,NULL->t
rejuvenate,rI_uv@n1t,rejuvenated,rI-_u-v@-n1-tId,NULL->Id
rocket,rQkIt,rocketed,rQ-kI-tId,NULL->Id
rupture,rVpJ3,ruptured,rVp-J3d,NULL->d
scavenge,sk{vIn_,scavenged,sk{-vIn_d,NULL->d
spike,sp2k,spiked,sp2kt,NULL->t
steep,stip,steeped,stipt,NULL->t
straggle,str{g@l,straggled,str{-g@ld,NULL->d
swish,swIS,swished,swISt,NULL->t
trespass,trEsp@s,trespassed,trEs-p@st,NULL->t
undercut,Vnd@kVt,undercut,Vn-d@-kVt,NULL
word,w3d,worded,w3-dId,NULL->Id
accost,@kQst,accosted,@-kQ-stId,NULL->Id
acquiesce,{kwIEs,acquiesced,{-kwI-Est,NULL->t
amputate,{mpjUt1t,amputated,{m-pjU-t1-tId,NULL->Id
balk,b$k,balked,b$kt,NULL->t
chide,J2d,chided,J2-dId,NULL->Id
crank,kr{Nk,cranked,kr{Nkt,NULL->t
deaden,dEd@n,deadened,dE-d@nd,NULL->d
dent,dEnt,dented,dEn-tId,NULL->Id
drool,drul,drooled,druld,NULL->d
extricate,EkstrIk1t,extricated,Ek-strI-k1-tId,NULL->Id
hallow,h{l5,hallowed,h{-l5d,NULL->d
idle,2d@l,idled,2-d@ld,NULL->d
immobilize,Im5bIl2z,immobilized,I-m5-bI-l2zd,NULL->d
josh,_QS,joshed,_QSt,NULL->t
latch,l{J,latched,l{Jt,NULL->t
mangle,m{Ng@l,mangled,m{N-g@ld,NULL->d
mime,m2m,mimed,m2md,NULL->d
misinterpret,mIsInt3prIt,misinterpreted,mIs-In-t3-prI-tId,NULL->Id
mislay,mIsl1,mislaid,mIs-l1d,NULL->d
overhaul,5v@h$l,overhauled,5-v@-h$ld,NULL->d
perfume,p@fjum,perfumed,p@-fjumd,NULL->d
perplex,p@plEks,perplexed,p@-plEkst,NULL->t
preen,prin,preened,prind,NULL->d
reciprocate,rIsIpr@k1t,reciprocated,rI-sI-pr@-k1-tId,NULL->Id
rehabilitate,ri@bIlIt1t,rehabilitated,ri-@-bI-lI-t1-tId,NULL->Id
roost,rust,roosted,ru-stId,NULL->Id
rope,r5p,roped,r5pt,NULL->t
shy,S2,shied,S2d,NULL->d
slur,sl3r,slurred,sl3d,NULL->d
smudge,smV_,smudged,smV_d,NULL->d
theorize,Tirr2z,theorized,Tir-r2zd,NULL->d
uplift,VplIft,uplifted,Vp-lIf-tId,NULL->Id
whiten,w2t@n,whitened,w2-t@nd,NULL->d
zoom,zum,zoomed,zumd,NULL->d
abet,@bEt,abetted,@-bE-tId,NULL->Id
adjourn,@_3n,adjourned,@-_3nd,NULL->d
appraise,@pr1z,appraised,@-pr1zd,NULL->d
blanket,bl{NkIt,blanketed,bl{N-kI-tId,NULL->Id
blight,bl2t,blighted,bl2-tId,NULL->Id
deck,dEk,decked,dEkt,NULL->t
devalue,div{lju,devalued,di-v{l-jud,NULL->d
deviate,divI1t,deviated,di-vI-1-tId,NULL->Id
disengage,dIsIng1_,disengaged,dIs-In-g1_d,NULL->d
don,dQn,donned,dQnd,NULL->d
eschew,IsJu,eschewed,Is-Jud,NULL->d
game,g1m,gamed,g1md,NULL->d
hem,hEm,hemmed,hEmd,NULL->d
outdo,6tdu,outdid,6t-dId,u->Id
pacify,p{sIf2,pacified,p{-sI-f2d,NULL->d
pare,p1r,pared,pQrd,1->Qd
paste,p1st,pasted,p1-stId,NULL->Id
plonk,plQNk,plonked,plQNkt,NULL->t
ramble,r{mb@l,rambled,r{m-b@ld,NULL->d
ravel,r{v@l,ravelled,r{-v@ld,NULL->d
redirect,ridIrEkt,redirected,ri-dI-rEk-tId,NULL->Id
refurbish,rif3bIS,refurbished,ri-f3-bISt,NULL->t
reprimand,rEprIm{nd,reprimanded,rE-prI-m{n-dId,NULL->Id
retrace,rItr1s,retraced,rI-tr1st,NULL->t
sear,sir,seared,sird,NULL->d
snip,snIp,snipped,snIpt,NULL->t
squawk,skw$k,squawked,skw$kt,NULL->t
throttle,TrQt@l,throttled,TrQ-t@ld,NULL->d
trek,trEk,trekked,trEkt,NULL->t
waddle,wQd@l,waddled,wQ-d@ld,NULL->d
westernize,wEst@n2z,westernized,wE-st@-n2zd,NULL->d
attest,@tEst,attested,@-tE-stId,NULL->Id
beseech,bIsiJ,besought,bI-s$t,iJ->$t
capitulate,k@pIJUl1t,capitulated,k@-pI-JU-l1-tId,NULL->Id
certify,s3tIf2,certified,s3-tI-f2d,NULL->d
clink,klINk,clinked,klINkt,NULL->t
clump,klVmp,clumped,klVmpt,NULL->t
coalesce,k5@lEs,coalesced,k5-@-lEst,NULL->t
demean,dImin,demeaned,dI-mind,NULL->d
disillusion,dIsIluZ@n,disillusioned,dIs-I-lu-Z@nd,NULL->d
entwine,Intw2n,entwined,In-tw2nd,NULL->d
extradite,Ekstr@d2t,extradited,Ek-str@-d2-tId,NULL->Id
fast,f{st,fasted,f{-stId,NULL->Id
fat,f{t,fatted,f{-tId,NULL->Id
fend,fEnd,fend,fEnd,NULL
grub,grVb,grubbed,grVbd,NULL->d
incapacitate,Ink@p{sIt1t,incapacitated,In-k@-p{-sI-t1-tId,NULL->Id
insinuate,InsInjU1t,insinuated,In-sI-njU-1-tId,NULL->Id
intimate,IntIm1t,intimated,In-tI-m1-tId,NULL->Id
invigorate,InvIg@r1t,invigorated,In-vI-g@-r1-tId,NULL->Id
manure,m@nj$r,manured,m@-nj$d,NULL->d
mute,mjut,muted,mju-tId,NULL->Id
neuter,njut3,neutered,nju-t3d,NULL->d
pasteurize,p{sJ@r2z,pasteurized,p{s-J@-r2zd,NULL->d
prostrate,prQstr1t,prostrated,prQs-tr1-tId,NULL->Id
redouble,ridVb@l,redoubled,ri-dV-b@ld,NULL->d
regroup,rigrup,regrouped,ri-grupt,NULL->t
rethink,riTINk,rethought,ri-T$t,IkN->$t
shamble,S{mb@l,shambled,S{m-b@ld,NULL->d
slumber,slVmb3,slumbered,slVm-b3d,NULL->d
splatter,spl{t3,splattered,spl{-t3d,NULL->d
spout,sp6t,spouted,sp6-tId,NULL->Id
subsist,s@bsIst,subsisted,s@b-sI-stId,NULL->Id
swill,swIl,swilled,swIld,NULL->d
tousle,t6z@l,tousled,t6-z@ld,NULL->d
tutor,tjut3,tutored,tju-t3d,NULL->d
vex,vEks,vexed,vEkst,NULL->t
victimize,vIktIm2z,victimized,vIk-tI-m2zd,NULL->d
annex,@nEks,annexed,@-nEkst,NULL->t
barge,bQr_,barged,bQr_d,NULL->d
bequeath,bIkwiD,bequeathed,bI-kwiDd,NULL->d
brave,br1v,braved,br1vd,NULL->d
budget,bV_It,budgeted,bV-_I-tId,NULL->Id
champion,J{mpj@n,championed,J{m-pj@nd,NULL->d
chart,JQrt,charted,JQr-tId,NULL->Id
clobber,klQb3,clobbered,klQ-b3d,NULL->d
corn,k$n,corned,k$nd,NULL->d
cube,kjub,cubed,kjubd,NULL->d
decry,dIkr2,decried,dI-kr2d,NULL->d
dissociate,dIs5SI1t,dissociated,dI-s5-SI-1-tId,NULL->Id
encapsulate,Ink{psjUl1t,encapsulated,In-k{p-sjU-l1-tId,NULL->Id
founder,f6nd3,foundered,f6n-d3d,NULL->d
harrow,h{r5,harrowed,h{-r5d,NULL->d
lynch,lInJ,lynched,lInJt,NULL->t
misrepresent,mIsrEprIzEnt,misrepresented,mIs-rE-prI-zEn-tId,NULL->Id
modulate,mQdjUl1t,modulated,mQ-djU-l1-tId,NULL->Id
needle,nid@l,needled,ni-d@ld,NULL->d
plop,plQp,plopped,plQpt,NULL->t
prejudice,prE_UdIs,prejudiced,prE-_U-dIst,NULL->t
radicalize,r{dIk@l2z,radicalized,r{-dI-k@-l2zd,NULL->d
sap,s{p,sapped,s{pt,NULL->t
silhouette,sIluEt,silhouetted,sI-lu-E-tId,NULL->Id
slave,sl1v,slaved,sl1vd,NULL->d
stupefy,stjupIf2,stupefied,stju-pI-f2d,NULL->d
subdivide,sVbdIv2d,subdivided,sVb-dI-v2-dId,NULL->Id
triple,trIp@l,tripled,trI-p@ld,NULL->d
troll,tr5l,trolled,tr5ld,NULL->d
underpin,Vnd@pIn,underpinned,Vn-d@-pInd,NULL->d
agonize,{g@n2z,agonized,{-g@-n2zd,NULL->d
brag,br{g,bragged,br{gd,NULL->d
buttress,bVtrIs,buttressed,bV-trIst,NULL->t
coerce,k53s,coerced,k5-3st,NULL->t
congeal,k@n_il,congealed,k@n-_ild,NULL->d
corrode,k@r5d,corroded,k@-r5-dId,NULL->Id
countenance,k6nt@n@ns,countenanced,k6n-t@-n@nst,NULL->t
deform,dIf$m,deformed,dI-f$md,NULL->d
destine,dEstIn,destined,dE-stInd,NULL->d
dish,dIS,dished,dISt,NULL->t
disorder,dIs$d3,disordered,dIs-$-d3d,NULL->d
